peak_chr_name	promoter_chr_name	ensemble	gene_name	promoter_strand	n_bases_overlap	baseMean_atac	log2FoldChange_atac	lfcSE_atac	stat_atac	pvalue_atac	padj_atac	baseMean_rna	log2FoldChange_rna	lfcSE_rna	stat_rna	pvalue_rna	padj_rna	cluster_id
chr2:219823945-219829043	chr2:219822387-219824587	ENSG00000171450.6_6	CDK5R2	+	642	13.36683952	0.676687786	0.180628817	3.746289204	1.7947e-4	0.001346085	15.7229793	2.740977113	0.623349951	4.39717226	1.09670304644773e-5	0.003828366	c3
chr20:31988494-31990128	chr20:31989166-31991366	ENSG00000101391.21_13	CDK5RAP1	-	962	6.882699617	-0.08533209	0.17251013	-0.494649733	0.62084739	0.72441702	3.907842198	-0.237675047	0.221923794	-1.070975957	0.284180241	0.653941076	c3
chr9:123340805-123342977	chr9:123342247-123344447	ENSG00000136861.19_11	CDK5RAP2	-	730	13.83545789	0.358945099	0.140818061	2.548999023	0.01080326	0.032418902	6.422744666	0.073456306	0.199529353	0.368147867	0.712762981	0.905872869	c3
chr7:92465790-92466008	chr7:92465686-92467886	ENSG00000105810.10_6	CDK6	-	218	11.18858239	-0.692590721	0.203106284	-3.4099916	6.49649e-4	0.003612443	1.107732352	-2.124975657	0.934254114	-2.274515708	0.022934998	0.207157419	c3
chr5:68529982-68531253	chr5:68528621-68530821	ENSG00000134058.12_7	CDK7	+	839	7.74467123	0.154235065	0.173295408	0.890012421	0.373459216	0.501682314	3.10113644	-0.323990232	0.253386696	-1.278639476	0.20102404199999999	0.574553329	c3
chr13:26827541-26829551	chr13:26826240-26828440	ENSG00000132964.13_12	CDK8	+	899	16.15055663	0.255303509	0.156977972	1.626365188	0.103871992	0.190096625	8.034826001	0.62323558	0.380140534	1.639487308	0.101111812	0.423441945	c3
chr9:130546991-130548994	chr9:130545957-130548157	ENSG00000136807.14_10	CDK9	+	1166	21.83875114	0.017536928	0.193028957	0.090851278	0.927610764	0.952846615	7.575105231	-0.02421745	0.272651015	-0.088822153	0.929223252	0.98045289	c3
chr6:20534111-20535661	chr6:20532687-20534887	ENSG00000145996.11_7	CDKAL1	+	776	5.910058477	0.025506627	0.17912977	0.142391891	0.886770467	0.924780787	17.36017013	-0.546090876	0.377036889	-1.44837519	0.14751215	0.507980849	c3
chr4:76554932-76556433	chr4:76555699-76557899	ENSG00000138769.11_10	CDKL2	-	734	15.32179242	0.472575692	0.167811262	2.816114289	0.004860837	0.017269196	1.049180032	0.795307047	0.553560583	1.436711846	0.150799888	0.511718371	c3
chr2:39470720-39472438	chr2:39470923-39473123	ENSG00000205111.10_12	CDKL4	-	1515	4.320990438	-0.467476755	0.309656965	-1.509660068	0.131130185	0.227569242	0.51816342	0.131765804	0.705790455	0.186692528	0.851901715	NA	c3
chrX:18442783-18444635	chrX:18441702-18443902	ENSG00000008086.13_12	CDKL5	+	1119	13.59631396	0.088329232	0.16247524	0.543647338	0.586684178	0.695787476	1.532624005	-0.382857164	0.428204131	-0.894099651	0.371268576	0.724815378	c3
chr6:36644010-36648835	chr6:36642236-36644436	ENSG00000124762.14_6	CDKN1A	+	426	15.30328838	0.359117168	0.155415525	2.310690439	0.02084996	0.054273413	10.03968155	-0.341014031	0.316365132	-1.077912818	0.281072665	0.651012736	c3
chr12:12836779-12838723	chr12:12836431-12838631	ENSG00000111276.12_10	CDKN1B	+	1852	6.926248724	1.160011676	0.239963416	4.834118857	1.33736668427881e-6	3.61120239058126e-5	15.90092769	-0.288943701	0.315643733	-0.91541086	0.359975979	0.717188954	c3
chr11:2906298-2908057	chr11:2906804-2909004	ENSG00000129757.15_11	CDKN1C	-	1253	15.35798209	-0.09660518	0.187219734	-0.515998918	0.605855165	0.711748842	7.385262592	-0.252230311	0.68272085	-0.369448671	0.711793326	0.905562447	c3
chr9:21993562-21996991	chr9:21995099-21997299	ENSG00000147889.18_14	CDKN2A	-	1892	21.95181552	0.474855534	0.149821784	3.16946923	0.001527176	0.006991124	19.20701466	0.552763779	0.239551997	2.307489755	0.021027533	0.197353646	c3
chr4:184364813-184366687	chr4:184363787-184365987	ENSG00000168564.6_10	CDKN2AIP	+	1174	21.52016767	0.280244818	0.166823896	1.679884143	0.09297986	0.174575705	7.55841129	-0.288988832	0.211820328	-1.364311131	0.172469664	0.541222243	c3
chr5:133746738-133748560	chr5:133747371-133749571	ENSG00000237190.4_7	CDKN2AIPNL	-	1189	9.775205293	0.158705099	0.154779372	1.025363373	0.305191764	0.4320481	2.29353244	-0.507054044	0.302985268	-1.67352706	0.094223584	0.408653246	c3
chr9:22008287-22009757	chr9:22009103-22011303	ENSG00000147883.12_8	CDKN2B	-	654	26.00867657	0.473200747	0.156738454	3.019046921	0.002535713	0.010393061	17.05008471	0.328074002	0.268686791	1.221027655	0.222075549	0.596362078	c3
chr1:51424959-51426660	chr1:51424416-51426616	ENSG00000123080.12_8	CDKN2C	+	1657	21.58116045	0.168580608	0.168856451	0.998366402	0.318101719	0.445676311	8.298028115	0.947666336	0.324474024	2.920623122	0.003493321	0.076152322	c3
chr19:10679044-10680286	chr19:10679534-10681734	ENSG00000129355.7_7	CDKN2D	-	752	35.83600505	0.530113818	0.153956508	3.443269955	5.74725e-4	0.003283887	5.543907727	1.120284215	0.360094131	3.111087125	0.001863999	0.056140207	c3
chr14:54863088-54865017	chr14:54861566-54863766	ENSG00000100526.21_10	CDKN3	+	678	19.78557063	0.446709298	0.157202449	2.841617923	0.004488525	0.016229841	3.698227429	0.520383089	0.263689659	1.973467946	0.048442273	0.30328878	c3
chr5:115151307-115152821	chr5:115152155-115154355	ENSG00000129596.5_7	CDO1	-	666	4.028943963	0.376137829	0.366874099	1.025250433	0.305245037	0.432105273	0.152877504	0.668962548	2.077064478	0.322071151	0.747398793	NA	c3
chr11:125931543-125933612	chr11:125933029-125935229	ENSG00000064309.16_10	CDON	-	583	28.57276185	0.145187773	0.18070694	0.803443258	0.421718581	0.548544348	3.705190996	0.372634516	0.344470187	1.081761295	0.279358609	0.64910102	c3
chr22:46645619-46647059	chr22:46646007-46648207	ENSG00000205643.11_8	CDPF1	-	1052	11.45432891	0.176642858	0.150654419	1.172503663	0.240994902	0.361759934	1.309912422	-0.322736071	0.414723721	-0.778195348	0.436453859	0.765026477	c3
chr16:22447638-22449632	chr16:22448285-22450485	ENSG00000140743.8_10	CDR2	-	1347	9.552460529	0.054893666	0.150408686	0.364963405	0.715138723	0.799439314	2.296996764	-0.477470245	0.302731986	-1.577204485	0.114748481	0.450183853	c3
chr17:72983350-72984783	chr17:72981726-72983926	ENSG00000109089.7_4	CDR2L	+	576	12.77433777	0.387267374	0.140779106	2.750886732	0.005943419	0.020222003	1.492219342	-0.259965378	0.374787788	-0.693633535	0.487912058	0.798488199	c3
chr17:15522085-15523089	chr17:15522625-15524825	ENSG00000241322.4	CDRT1	-	464	1.028657584	-0.722808345	0.39339019	-1.837382737	0.066153413	0.134131042	0.133827964	-0.054557408	1.690395455	-0.032274938	0.974252796	NA	c3
chr4:85503055-85505069	chr4:85502279-85504479	ENSG00000163624.6_6	CDS1	+	1424	17.49519055	-0.189553197	0.194348188	-0.975327835	0.329397667	0.457387551	1.273040892	-0.371161561	0.431978212	-0.859213616	0.390222673	0.733749086	c3
chr16:88868793-88871930	chr16:88868196-88870396	ENSG00000167513.9_8	CDT1	+	1603	8.138579272	-0.104136529	0.161138106	-0.646256382	0.51811333	0.637113148	5.808534055	-0.042468429	0.265558741	-0.159921037	0.872943277	0.96084892	c3
chr3:133291515-133293940	chr3:133290529-133292729	ENSG00000091527.17_9	CDV3	+	1214	33.02709509	0.284631582	0.155931637	1.825361339	0.067946519	0.136966605	12.07425279	-0.226621123	0.255597133	-0.886634056	0.375275952	0.72731612	c3
chr5:149544343-149544456	chr5:149544340-149546540	ENSG00000113722.18_7	CDX1	+	113	3.760467535	-0.345491042	0.35518704	-0.972701714	0.330701573	0.458717468	0	NA	NA	NA	NA	NA	c3
chr13:28542292-28543622	chr13:28543251-28545451	ENSG00000165556.10_7	CDX2	-	371	3.850677997	-0.567844745	0.263542787	-2.154658647	0.031188556	0.074463613	0.405801779	-1.301951448	2.187629872	-0.595142471	0.551748241	NA	c3
chr16:80838383-80838941	chr16:80838294-80840494	ENSG00000166446.15_11	CDYL2	-	558	5.669715729	-0.823338926	0.238110876	-3.457796379	5.44613e-4	0.003147011	1.178728657	-0.211658286	0.600982569	-0.352187064	0.724697978	0.909778203	c3
chr19:45199999-45201349	chr19:45200420-45202620	ENSG00000213892.12_7	CEACAM16	+	929	4.743986031	0.691416525	0.311753919	2.217827855	0.026566572	0.06567804	0.234470737	0.696384688	1.137968755	0.611954138	0.540568101	NA	c3
chr19:42055824-42056116	chr19:42053885-42056085	ENSG00000007129.18_12	CEACAM21	+	261	1.044938387	-1.581788745	0.443219117	-3.568863989	3.58532e-4	0.002283049	0.252063496	-0.703414227	1.955269798	-0.359753026	0.719031834	NA	c3
chr19:42298897-42299148	chr19:42298518-42300718	ENSG00000170956.17_15	CEACAM3	+	251	6.781235356	0.79675884	0.237130196	3.360005833	7.79408e-4	0.004158465	0	NA	NA	NA	NA	NA	c3
chr19:42210493-42213250	chr19:42210503-42212703	ENSG00000105388.17_11	CEACAM5	+	2200	5.432792625	0.626058163	0.258271362	2.424032454	0.015349234	0.042675538	2.711367998	0.941381381	0.94942442	0.99152851	0.321427578	0.686525397	c3
chr19:42252175-42255373	chr19:42252884-42255084	ENSG00000086548.9_12	CEACAM6	+	2200	4.816158083	0.785001901	0.314502947	2.496008095	0.012559974	0.036477101	0.534035546	1.195608855	0.75144852	1.591072206	0.111593327	NA	c3
chr19:42210493-42213250	chr19:42210694-42212894	ENSG00000007306.15_7	CEACAM7	-	2200	5.432792625	0.626058163	0.258271362	2.424032454	0.015349234	0.042675538	0.190293678	0.930460891	1.64066504	0.567124226	0.570629785	NA	c3
chr19:43100386-43101246	chr19:43099006-43101206	ENSG00000124469.12_8	CEACAM8	-	820	2.231051241	-0.50073638	0.25226324	-1.98497561	0.047147185	0.10288243	0.297493496	0.937355479	1.148283523	0.816310136	0.414322779	NA	c3
chr19:33792042-33795321	chr19:33793239-33795439	ENSG00000245848.3_6	CEBPA	-	2082	7.651009806	-0.516878804	0.238215991	-2.16979054	0.030022717	0.072303117	2.003174661	-2.29042289	0.769237202	-2.977524858	0.002905861	0.069244942	c3
chr20:48806547-48809017	chr20:48805366-48807566	ENSG00000172216.6_6	CEBPB	+	1019	14.49336033	0.013284646	0.146008272	0.090985574	0.927504054	0.952774948	8.183247019	-0.701715937	0.387396637	-1.811363008	0.070084678	0.356722399	c3
chr8:48647563-48651670	chr8:48650525-48652725	ENSG00000221869.5_6	CEBPD	-	1145	12.57357779	0.212476505	0.151801831	1.399696596	0.161604194	0.267121022	1.926402014	0.116328711	0.356542706	0.326268662	0.744221096	0.915131051	c3
chr14:23589871-23590931	chr14:23589264-23591464	ENSG00000092067.7_8	CEBPE	-	1060	4.513084989	-0.08263076	0.203458799	-0.406130188	0.684646946	0.775606692	0.124613518	-0.054557429	1.708742059	-0.031928417	0.974529137	NA	c3
chr19:33863351-33865695	chr19:33862590-33864790	ENSG00000153879.9_7	CEBPG	+	1439	12.94280691	0.236063673	0.160537084	1.470461949	0.141436684	0.24123249	12.6297426	0.16708987	0.327205524	0.51065724	0.609591087	0.862752372	c3
chr22:17839377-17840623	chr22:17838838-17841038	ENSG00000099954.19_10	CECR2	+	1246	1.040312533	-0.407996839	0.366863504	-1.112121632	0.266085857	0.389605592	4.974978339	0.711367477	0.402867635	1.765759806	0.077436154	0.374777187	c3
chr9:135935342-135938486	chr9:135935367-135937567	ENSG00000170835.17_8	CEL	+	2200	7.6947641429999996	0.42422101	0.209089071	2.028900932	0.042468382	0.094784783	2.345122258	0.345233489	0.58977622	0.585363529	0.558303306	0.839788268	c3
chr1:15781853-15782602	chr1:15781222-15783422	ENSG00000142615.8_7	CELA2A	+	749	2.93786495	-0.738248419	0.324733801	-2.273395676	0.023002346	0.058647281	0.57627681100000006	0.499742796	0.777022648	0.643150875	0.520126206	NA	c3
chr1:15789562-15790825	chr1:15790403-15792603	ENSG00000215704.10_11	CELA2B	+	422	6.515193782	0.584530491	0.199619627	2.928221536	0.00340907	0.013083079	1.131669912	0.218239993	0.509725858	0.4281517	0.668540679	0.890196773	c3
chr1:22325955-22326699	chr1:22326149-22328349	ENSG00000142789.20_9	CELA3A	+	550	2.450258285	0.123569496	0.28231247	0.437704703	0.66160036	0.757154769	0	NA	NA	NA	NA	NA	c3
chr1:22300948-22301963	chr1:22301514-22303714	ENSG00000219073.8_9	CELA3B	+	449	3.199751176	0.339580533	0.259244421	1.309885596	0.190234541	0.302560379	0.045664263	0.271317805	2.208655494	0.122842972	0.902231445	NA	c3
chr11:47586530-47587977	chr11:47586920-47589120	ENSG00000149187.19_16	CELF1	-	1057	9.223207494	-0.04072037	0.142883233	-0.284990541	0.775651388	0.845233786	15.10068164	0.097109329	0.182510102	0.532076463	0.594673038	0.85871091	c3
chr10:10837896-10839046	chr10:10838359-10840559	ENSG00000048740.19_13	CELF2	+	687	1.891053634	-0.717463081	0.30038345	-2.388490713	0.016917736	0.046037864	4.500106673	-0.245767128	0.310815841	-0.790716223	0.429109607	0.761457831	c3
chr1:151688390-151690456	chr1:151689078-151691278	ENSG00000159409.15_9	CELF3	-	1378	13.77315619	0.821552541	0.213478396	3.848410696	1.18887e-4	9.87882e-4	2.390532313	1.723415737	0.466234881	3.696453884	2.18632e-4	0.01807994	c3
chr18:35144710-35148347	chr18:35145589-35147789	ENSG00000101489.20_14	CELF4	-	2200	14.71585502	0.554524515	0.164375925	3.373514183	7.42152e-4	0.004006807	3.41840421	0.718694709	0.290391842	2.474913567	0.013326842	0.15408196	c3
chr19:3224485-3225349	chr19:3222658-3224858	ENSG00000161082.13_6	CELF5	+	373	5.00272491	0.298792246	0.207467889	1.440185498	0.149814925	0.252006254	3.09721794	1.31885384	0.680235667	1.938819006	0.052523381	0.314340198	c3
chr22:46932919-46935451	chr22:46933316-46935516	ENSG00000075275.18_13	CELSR1	-	2135	4.386578483	-0.381790056	0.209353512	-1.823662057	0.068203178	0.137355137	0.938434545	-1.580819523	0.751633785	-2.103177845	0.035450226	NA	c3
chr1:109791786-109793706	chr1:109790160-109792360	ENSG00000143126.8_6	CELSR2	+	574	8.578377544	0.095010485	0.147241662	0.645269032	0.518752857	0.637663358	5.900432086	-0.008132602	0.217559698	-0.037381014	0.97018121	0.991804164	c3
chr3:48699830-48702492	chr3:48700118-48702318	ENSG00000008300.17_8	CELSR3	-	2200	20.18842728	0.671799024	0.179476539	3.743102177	1.81762e-4	0.001358963	8.772643826	1.070307942	0.311432652	3.436723592	5.88796e-4	0.031499563	c3
chr15:81071309-81073167	chr15:81069683-81071883	ENSG00000103888.17_8	CEMIP	+	574	8.62850883	0.078932455	0.153886721	0.512925707	0.60800329	0.713582355	2.990542692	-0.607961811	0.383340399	-1.585958101	0.112748815	0.446312521	c3
chr16:2581336-2583324	chr16:2581217-2583417	ENSG00000205923.3_9	CEMP1	-	1988	16.92904042	0.317933067	0.160620685	1.979403014	0.047770649	0.103953358	5.035301477	-0.167535437	0.284888428	-0.588073856	0.556482721	0.838354255	c3
chr11:789935-790617	chr11:789912-792112	ENSG00000184524.6_7	CEND1	-	682	6.110774047	-0.31473632	0.172985996	-1.819432363	0.068845493	0.138376911	1.304140596	0.704606716	0.467504564	1.507165426	0.13176826	0.481225436	c3
chr2:26986672-26988253	chr2:26985156-26987356	ENSG00000115163.15_7	CENPA	+	684	8.060497066	0.219204504	0.152750766	1.435046841	0.15127375	0.253897156	3.404423233	0.103290765	0.242634995	0.425704318	0.670323315	0.890870663	c3
chr20:3767257-3768341	chr20:3767186-3769386	ENSG00000125817.8_6	CENPB	-	1084	10.18776893	0.206928062	0.165202683	1.252570834	0.210361935	0.326512075	20.19140427	-0.018932035	0.246657593	-0.076754317	0.938818993	0.98349249	c3
chr4:68410591-68411963	chr4:68411020-68413220	ENSG00000145241.11_8	CENPC	-	943	22.79871379	0.305698246	0.169090656	1.807895557	0.070622757	0.141130182	4.883759593	0.328881229	0.206168496	1.595206032	0.11066617	0.442702431	c3
chr4:104118533-104120243	chr4:104119401-104121601	ENSG00000138778.14_13	CENPE	-	842	7.861566544	0.08123167	0.153707073	0.52848362	0.597163713	0.704490468	4.37935764	0.364882724	0.266484712	1.369244494	0.170922862	0.539319169	c3
chr1:214775953-214777853	chr1:214774537-214776737	ENSG00000117724.14_7	CENPF	+	784	16.34448864	0.065361205	0.180091128	0.362934062	0.716654141	0.800586178	17.27088533	0.202300256	0.281397968	0.718911575	0.472195404	0.789604044	c3
chr5:68484464-68486306	chr5:68483400-68485600	ENSG00000153044.10_9	CENPH	+	1136	6.928182884	0.089191865	0.168278665	0.530024798	0.596094737	0.703608147	3.547681631	-0.126295698	0.251698852	-0.501773042	0.615827178	0.86534031	c3
chrX:100352539-100353958	chrX:100351176-100353376	ENSG00000102384.14_9	CENPI	+	837	12.21499987	0.41896911	0.156560538	2.676083743	0.007448803	0.024155819	4.482717795	0.37777861	0.228487817	1.653386229	0.098252284	0.416617259	c3
chr13:25496464-25497739	chr13:25496826-25499026	ENSG00000151849.16_8	CENPJ	-	913	17.68971324	0.29228568	0.182670525	1.600070296	0.10958299	0.198101372	5.578039436	-0.382009045	0.340925012	-1.120507537	0.262497542	0.635614662	c3
chr22:42341864-42343513	chr22:42342955-42345155	ENSG00000100162.15_7	CENPM	-	558	16.29610345	0.518735518	0.185602239	2.794877474	0.005191939	0.018181954	14.32931758	0.274842415	0.293618465	0.936052899	0.349245952	0.708245466	c3
chr2:25013836-25014930	chr2:25014004-25016204	ENSG00000138092.11_9	CENPO	+	926	3.048479185	-0.694363389	0.230462068	-3.012918325	0.002587485	0.010556983	7.439655891	0.135074521	0.181282043	0.745107008	0.456207033	0.779620524	c3
chr9:95087225-95088647	chr9:95086234-95088434	ENSG00000188312.14_6	CENPP	+	1209	14.75956858	0.215325239	0.130437147	1.650796904	0.098780053	0.182896244	7.337017183	0.416067989	0.21542793	1.931355831	0.053439063	0.315469481	c3
chr6:49430058-49431666	chr6:49429082-49431282	ENSG00000031691.7_6	CENPQ	+	1224	13.62690134	0.069840808	0.164584693	0.424345709	0.671313709	0.765082192	3.137204624	0.236620787	0.259577897	0.911559843	0.36200047	0.718848526	c3
chr4:185653424-185656201	chr4:185655083-185657283	ENSG00000151725.12_11	CENPU	-	1118	18.37274667	0.259746535	0.181501386	1.431099453	0.152401714	0.255353571	8.198279463	0.102197993	0.238833337	0.427905057	0.668720245	0.89020636	c3
chr17:16255524-16257196	chr17:16256769-16258969	ENSG00000166582.11_8	CENPV	-	427	8.455886091	0.086862022	0.162475746	0.534615314	0.59291589200000006	0.701094975	7.209500431	0.184680419	0.209929896	0.879724242	0.379008713	0.728957744	c3
chr6:126660753-126662415	chr6:126659260-126661460	ENSG00000203760.9_4	CENPW	+	707	7.221033247	0.199327109	0.165842766	1.201904154	0.229400665	0.348439763	2.503340731	0.154057385	0.31244871	0.493064558	0.621966972	0.867553796	c3
chr1:3773295-3775556	chr1:3773759-3775959	ENSG00000116198.14_12	CEP104	-	1797	16.12547327	0.125521315	0.14545132	0.862978179	0.388149465	0.51612463	3.393403816	-0.007883035	0.276215803	-0.028539406	0.977231939	0.992973999	c3
chr17:64187131-64188937	chr17:64188050-64190250	ENSG00000154240.17_10	CEP112	-	887	8.102304614	0.275329011	0.160169355	1.71898682	0.085616772	0.163732725	1.588845733	0.163356027	0.497292803	0.328490631	0.742540727	0.915058377	c3
chr5:122758036-122759873	chr5:122759085-122761285	ENSG00000168944.17_10	CEP120	-	788	21.24913905	0.148632427	0.156027382	0.95260476	0.340790365	0.468936976	2.879208684	0.145185377	0.274967502	0.528009222	0.597492935	0.858833075	c3
chr14:81425760-81426983	chr14:81425660-81427860	ENSG00000100629.17_12	CEP128	-	1223	6.494612611	0.053745584	0.281636213	0.190833356	0.848656155	0.89810315	2.067510101	-0.230584788	0.384068904	-0.600373488	0.548257352	0.835347274	c3
chr17:79195591-79197948	chr17:79196598-79198798	ENSG00000141577.14_13	CEP131	-	1350	22.05464175	0.21655202	0.177604461	1.219293811	0.222732697	0.340782688	2.953741718	0.147992602	0.268203945	0.551791296	0.581091352	0.852032719	c3
chr4:56813287-56815995	chr4:56813036-56815236	ENSG00000174799.11_6	CEP135	+	1949	12.56129747	-0.129591439	0.155988515	-0.830775514	0.406100458	0.53373294	2.744712239	-0.139326248	0.271362693	-0.513431843	0.607649276	0.861775845	c3
chr15:49102457-49104261	chr15:49103142-49105342	ENSG00000103995.14_13	CEP152	-	1119	21.10807303	0.224198755	0.168370609	1.331578926	0.182998594	0.293805355	2.629467483	0.329617362	0.391959847	0.840946756	0.400377763	0.741203143	c3
chr6:84936635-84938309	chr6:84937160-84939360	ENSG00000135315.12_12	CEP162	-	1149	11.45563954	0.235583427	0.141529696	1.66455122	0.096002324	0.178953247	3.463980263	0.353769222	0.250435271	1.412617403	0.157768249	0.522123761	c3
chr14:105330320-105332793	chr14:105329604-105331804	ENSG00000099814.17_8	CEP170B	+	1484	9.824117873	0.04617125	0.142149016	0.324808787	0.745325794	0.822608317	4.328036553	0.365456304	0.316920644	1.153147674	0.248849777	0.621627748	c3
chr3:196438460-196440086	chr3:196438920-196441120	ENSG00000174007.9_9	CEP19	-	1166	19.13133286	0.499590483	0.14854167	3.3633019220000002	7.70161e-4	0.004122311	3.090948157	0.735787581	0.482383404	1.525316947	0.127180063	0.474660307	c3
chr18:12990337-12992066	chr18:12989360-12991560	ENSG00000101639.19_12	CEP192	+	1223	27.49862764	0.224990292	0.20246277	1.111267479	0.266453233	0.390027686	11.2209673	0.194952613	0.172846089	1.127897164	0.259363352	0.632093178	c3
chr12:88535313-88536865	chr12:88535675-88537875	ENSG00000198707.17_15	CEP290	-	1190	34.44362242	0.197121691	0.143577495	1.372928883	0.169774456	0.277439313	3.328095683	-0.368774991	0.32597094	-1.131312474	0.257923596	0.630645632	c3
chr11:93394201-93395471	chr11:93392847-93395047	ENSG00000166004.15_13	CEP295	+	846	15.62236361	0.307055472	0.164628863	1.865137538	0.062162128	0.127716492	6.903544025	0.179283518	0.229354274	0.78168815	0.434397867	0.763715855	c3
chr1:179922967-179924727	chr1:179921808-179924008	ENSG00000135837.17_12	CEP350	+	1041	31.47517121	-0.034251691	0.14446259	-0.237097304	0.812581304	0.872263093	6.800142443	-0.193661484	0.178598239	-1.084341511	0.278213406	0.648138061	c3
chr7:130079806-130082322	chr7:130082073-130084273	ENSG00000106477.20_14	CEP41	-	249	25.66942485	0.719719317	0.202862929	3.54781093	3.88447e-4	0.002424564	3.651780699	0.660259166	0.359290709	1.837673919	0.066110469	0.348426866	c3
chr10:95255340-95256957	chr10:95254368-95256568	ENSG00000138180.16_6	CEP55	+	1228	12.90552133	0.170694355	0.15808528	1.079761224	0.280248523	0.405314095	3.636864202	0.156267545	0.262581708	0.595119692	0.551763466	0.836409792	c3
chr11:95521996-95524652	chr11:95521128-95523328	ENSG00000166037.11_12	CEP57	+	1332	34.45022612	0.392521831	0.181516367	2.162459706	0.03058276	0.073343149	8.095247873	0.392623951	0.243771371	1.610623716	0.107261762	0.436951388	c3
chr3:134203768-134205904	chr3:134202540-134204740	ENSG00000182923.20_14	CEP63	+	972	26.66346231	0.517571471	0.152621482	3.391209838	6.95848e-4	0.003808202	4.001343423	0.279252299	0.257039233	1.086418972	0.277293672	0.647254518	c3
chr2:65282822-65284833	chr2:65281487-65283687	ENSG00000011523.15_12	CEP68	+	865	20.85940045	0.364709852	0.149284114	2.44305868	0.014563369	0.040955249	4.87576117	0.04636063	0.215482486	0.21514802	0.829651916	0.949217139	c3
chr3:138312338-138314308	chr3:138313179-138315379	ENSG00000114107.9_15	CEP70	-	1129	24.79242017	0.47970825	0.167812277	2.858600453	0.004255144	0.015564224	6.465949375	0.097801089	0.26285557	0.372071585	0.709839552	0.90515958	c3
chr5:611407-613077	chr5:610454-612654	ENSG00000112877.8_6	CEP72	+	1247	16.66432336	0.275068978	0.144368706	1.905322732	0.056738132	0.118964511	5.215587757	0.296234119	0.212705136	1.39269848	0.163710988	0.531496091	c3
chr18:12702022-12704015	chr18:12702575-12704775	ENSG00000101624.11_8	CEP76	-	1440	11.64867561	0.163142086	0.162807849	1.00205295	0.31631802	0.443822652	4.454920844	0.244137952	0.219756517	1.110947492	0.266590952	0.639293134	c3
chr9:80850406-80851929	chr9:80848977-80851177	ENSG00000148019.14_15	CEP78	+	771	14.74781433	0.243347071	0.134211132	1.813166069	0.069806212	0.139876918	6.372683212	0.162657469	0.211708063	0.768310223	0.442302903	0.770277019	c3
chr12:94852743-94854559	chr12:94853563-94855763	ENSG00000173588.16_13	CEP83	-	996	13.88638354	0.257967386	0.144511075	1.785104606	0.074244351	0.146662896	3.344516102	-0.149164132	0.247931943	-0.601633376	0.547418207	0.835047047	c3
chr1:26559998-26561654	chr1:26558690-26560890	ENSG00000130695.16_10	CEP85	+	892	24.42878824	0.38634456	0.16879935	2.288779895	0.022092144	0.056802611	6.276019461	0.210730901	0.201260735	1.047054217	0.295074573	0.662466425	c3
chr6:119030231-119031833	chr6:119031037-119033237	ENSG00000111860.14_12	CEP85L	-	796	3.495167195	-0.133544079	0.27327289	-0.488683965	0.625065458	0.727917625	2.161785424	0.585570745	0.353558506	1.656220215	0.097677231	0.416152162	c3
chr17:62501154-62503806	chr17:62500982-62503182	ENSG00000258890.8_14	CEP95	+	2028	22.7195493	0.241982481	0.144703391	1.672265451	0.094471989	0.176751701	11.11292323	0.148414683	0.164442875	0.902530333	0.366775216	0.722094158	c3
chr3:101442823-101444689	chr3:101441377-101443577	ENSG00000182504.12_12	CEP97	+	754	21.3943504	0.274687765	0.120212736	2.285013837	0.022312016	0.057252913	6.606093891	0.556315825	0.216731718	2.56684084	0.010262971	0.13593645	c3
chr9:14722042-14723596	chr9:14722530-14724730	ENSG00000147869.5_7	CER1	-	1066	5.931998592	0.743839758	0.225037581	3.305402383	9.48401e-4	0.00483624	0.352351186	1.015936559	0.986580325	1.029755544	0.303124774	NA	c3
chr9:131173763-131173838	chr9:131172029-131174229	ENSG00000167123.20_11	CERCAM	+	75	5.551994417	-0.419850284	0.250896919	-1.673397531	0.094249064	0.176435072	1.673062891	0.445269663	0.416802635	1.068298581	0.285385848	0.654894858	c3
chr22:47133119-47135398	chr22:47133948-47136148	ENSG00000100422.14_7	CERK	-	1450	8.904909115	-0.035652578	0.15188548	-0.234733284	0.814415753	0.873641615	3.994898183	-0.061216686	0.233468827	-0.262204969	0.793163423	0.934775415	c3
chr2:182542462-182546075	chr2:182545191-182547391	ENSG00000188452.15_10	CERKL	-	884	7.486030711	1.103023696	0.264890648	4.164071868	3.12621639832107e-5	3.63354e-4	1.22451996	0.898095127	1.007904909	0.891051446	0.372901571	0.726315992	c3
chr1:150945210-150947901	chr1:150947278-150949478	ENSG00000143418.20_12	CERS2	-	623	9.505912419	0.014023373	0.138030129	0.101596467	0.919076984	0.94711001399999994	11.48723359	-0.225081625	0.160849223	-1.399332994	0.16171315	0.528037397	c3
chr19:8269652-8270568	chr19:8269619-8271819	ENSG00000090661.12_8	CERS4	+	916	10.01061995	1.281289216	0.257624285	4.973479952	6.57615776184635e-7	2.13715884816704e-5	11.37475001	1.206692669	0.420158797	2.871991921	0.004078934	0.08281685	c3
chr12:50560490-50561685	chr12:50561115-50563315	ENSG00000139624.14_12	CERS5	-	570	31.97058758	0.562573698	0.155925948	3.60795432	3.08621e-4	0.002037507	12.20534664	0.118683865	0.169933533	0.69841345	0.484918668	0.797430689	c3
